
============================================================
ANALISIS: TSLA | C2_TREND_CALL | ENTRADA: 301.03 | TP: 302.53 | SL: 296.53
Hora  |  Open  |  High  |  Low   |  Close |  Vol

============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 102.95 | TP: 104.45 | SL: 99.95
Hora  |  Open  |  High  |  Low   |  Close |  Vol
19:00 | 287.88 | 287.95 | 286.12 | 286.40 | 1654123 
19:00 | 103.98 | 104.00 | 103.41 | 103.52 | 689648 
19:15 | 286.40 | 287.45 | 286.33 | 287.07 | 1330701 
19:30 | 287.11 | 287.64 | 286.25 | 287.47 | 1233564 
19:45 | 287.44 | 288.37 | 287.24 | 287.71 | 1742962 
20:00 | 287.72 | 288.52 | 286.96 | 288.30 | 1605470 
20:15 | 288.30 | 288.56 | 287.34 | 287.52 | 1362315 
19:15 | 103.52 | 103.60 | 103.30 | 103.56 | 724634 
19:30 | 103.53 | 103.68 | 102.93 | 102.98 | 705757 
19:45 | 102.99 | 103.35 | 102.70 | 102.71 | 787210 

============================================================
20:00 | 102.72 | 102.93 | 102.65 | 102.82 | 714497 
20:15 | 102.83 | 103.03 | 102.66 | 102.71 | 711397 
20:30 | 287.57 | 288.50 | 287.52 | 288.39 | 1078746 
20:45 | 288.38 | 289.08 | 287.60 | 287.91 | 1707106 
21:00 | 287.90 | 288.07 | 287.10 | 287.32 | 1340786 
21:15 | 287.32 | 289.79 | 286.83 | 289.02 | 2942860 
21:30 | 289.02 | 289.46 | 287.63 | 287.90 | 1931718 
21:45 | 287.94 | 288.10 | 284.61 | 284.89 | 3745546 
15:30 | 290.28 | 299.63 | 290.00 | 298.00 | 11953466 
15:45 | 297.99 | 303.70 | 297.48 | 303.20 | 8794578 
16:00 | 303.17 | 307.04 | 302.02 | 304.78 | 8969943 
ANALISIS: NVDA | C2_TREND_CALL | ENTRADA: 121.73 | TP: 123.23 | SL: 117.23
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 116.27 | 116.73 | 116.01 | 116.67 | 5294080 
17:15 | 116.66 | 116.77 | 116.29 | 116.38 | 3255906 
17:30 | 116.38 | 116.64 | 116.12 | 116.36 | 3329307 
17:45 | 116.36 | 116.77 | 116.35 | 116.72 | 2703127 
20:30 | 102.72 | 103.17 | 102.65 | 103.07 | 799516 
16:15 | 304.75 | 306.18 | 301.08 | 302.18 | 6332040 
16:30 | 302.21 | 304.26 | 298.74 | 300.77 | 7034661 
16:45 | 300.74 | 301.71 | 298.45 | 300.82 | 4756521 
17:00 | 300.87 | 302.83 | 300.33 | 301.95 | 3477277 
17:15 | 301.89 | 303.28 | 297.23 | 298.66 | 4580222 
17:30 | 298.67 | 299.63 | 295.00 | 299.55 | 3596152 
17:45 | 299.59 | 299.98 | 298.00 | 299.01 | 1868398 
18:00 | 299.00 | 299.08 | 296.41 | 297.14 | 2620045 
18:15 | 297.14 | 297.92 | 295.11 | 296.63 | 2101759 
18:30 | 296.73 | 298.24 | 296.34 | 297.94 | 1983428 
18:45 | 297.94 | 298.60 | 296.90 | 297.01 | 1719599 
19:00 | 297.03 | 298.42 | 296.90 | 297.30 | 1522679 [ENTRADA]
19:15 | 297.30 | 298.40 | 296.90 | 297.90 | 1488944 
18:00 | 116.72 | 116.76 | 115.98 | 116.26 | 2993916 
18:15 | 116.27 | 116.48 | 116.07 | 116.29 | 2314269 
18:30 | 116.28 | 116.66 | 116.22 | 116.48 | 1844234 
18:45 | 116.48 | 116.50 | 116.16 | 116.34 | 1979263 
19:00 | 116.35 | 116.58 | 116.21 | 116.30 | 2076797 
19:15 | 116.30 | 116.67 | 116.11 | 116.43 | 2426411 
19:30 | 116.43 | 116.58 | 116.23 | 116.53 | 1938955 
19:45 | 116.52 | 116.81 | 116.33 | 116.77 | 2308275 
20:00 | 116.76 | 116.92 | 116.66 | 116.75 | 2138546 
20:15 | 116.75 | 116.84 | 116.51 | 116.58 | 1694783 
20:30 | 116.58 | 116.73 | 116.50 | 116.61 | 1616577 
20:45 | 116.61 | 116.71 | 116.54 | 116.61 | 1401671 
21:00 | 116.61 | 116.79 | 116.47 | 116.62 | 2343776 
21:15 | 116.63 | 116.80 | 116.51 | 116.73 | 2391867 
20:45 | 103.07 | 103.10 | 102.81 | 102.81 | 455992 
21:00 | 102.81 | 103.17 | 102.75 | 102.93 | 595721 
21:15 | 102.94 | 103.50 | 102.82 | 103.43 | 935639 
21:30 | 103.44 | 103.46 | 102.56 | 102.64 | 983899 
21:45 | 102.63 | 102.68 | 101.56 | 101.69 | 2729309 
15:30 | 102.59 | 103.54 | 101.69 | 101.77 | 3449012 
15:45 | 101.77 | 103.00 | 101.62 | 102.98 | 2100158 
16:00 | 102.96 | 103.25 | 102.69 | 102.92 | 1691025 
19:30 | 297.96 | 299.76 | 297.51 | 299.70 | 1987428 
19:45 | 299.75 | 301.06 | 299.50 | 301.03 | 2973526 
20:00 | 300.99 | 301.11 | 299.27 | 300.08 | 1924818 
20:15 | 300.10 | 300.25 | 297.92 | 298.46 | 1996311 
21:30 | 116.73 | 116.76 | 116.43 | 116.73 | 3288517 
21:45 | 116.73 | 116.87 | 116.50 | 116.61 | 6662552 
15:30 | 121.97 | 122.82 | 120.68 | 121.30 | 21984241 
15:45 | 121.30 | 122.08 | 120.88 | 121.38 | 9827710 
16:00 | 121.38 | 121.47 | 120.94 | 121.43 | 7472095 
16:15 | 121.43 | 121.70 | 120.47 | 120.85 | 7925280 
16:30 | 120.86 | 120.96 | 120.28 | 120.88 | 6478454 
16:45 | 120.89 | 120.98 | 120.48 | 120.88 | 4808480 
17:00 | 120.88 | 121.28 | 120.71 | 121.28 | 4774570 [ENTRADA]
17:15 | 121.28 | 121.85 | 121.24 | 121.66 | 5655337 
17:30 | 121.66 | 121.88 | 121.52 | 121.65 | 3855766 
17:45 | 121.65 | 121.84 | 121.44 | 121.73 | 3340798 
18:00 | 121.73 | 122.48 | 121.65 | 122.38 | 6388312 
18:15 | 122.39 | 122.72 | 122.32 | 122.37 | 5319178 
18:30 | 122.38 | 122.60 | 122.33 | 122.44 | 2983103 
18:45 | 122.44 | 122.74 | 122.41 | 122.56 | 3805327 
19:00 | 122.57 | 122.93 | 122.33 | 122.67 | 5668517 
19:15 | 122.68 | 122.82 | 122.48 | 122.67 | 3088117 
16:15 | 102.93 | 102.93 | 101.60 | 101.87 | 1408467 
16:30 | 101.88 | 102.28 | 101.62 | 101.96 | 1292633 
16:45 | 101.96 | 102.33 | 101.86 | 102.31 | 827533 
17:00 | 102.30 | 102.86 | 102.15 | 102.80 | 957448 
17:15 | 102.80 | 102.85 | 102.37 | 102.47 | 670805 
17:30 | 102.45 | 102.54 | 102.11 | 102.14 | 649450 
17:45 | 102.15 | 102.42 | 102.00 | 102.33 | 599207 
18:00 | 102.32 | 102.42 | 101.73 | 102.05 | 629686 
20:30 | 298.45 | 298.97 | 296.51 | 296.62 | 2042585 
20:45 | 296.63 | 297.60 | 296.52 | 297.13 | 1648963 
21:00 | 297.13 | 298.76 | 296.74 | 298.56 | 2179116 
21:15 | 298.56 | 298.87 | 297.66 | 297.81 | 1915756 
21:30 | 297.80 | 299.47 | 296.85 | 299.46 | 2704060 
21:45 | 299.47 | 299.62 | 297.88 | 298.10 | 3835908 
15:30 | 321.99 | 322.21 | 311.79 | 313.05 | 10835952 
15:45 | 313.09 | 317.46 | 311.50 | 315.31 | 6263552 
16:00 | 315.29 | 318.18 | 314.55 | 317.05 | 4801837 
16:15 | 317.00 | 319.64 | 314.80 | 315.18 | 5356777 
16:30 | 315.23 | 318.86 | 313.83 | 318.66 | 4651473 
16:45 | 318.68 | 319.49 | 317.13 | 317.50 | 3167331 
17:00 | 317.50 | 318.60 | 316.87 | 318.49 | 2330541 
19:30 | 122.67 | 122.75 | 122.47 | 122.54 | 2742351 
19:45 | 122.55 | 122.88 | 122.54 | 122.82 | 3462358 
20:00 | 122.82 | 122.94 | 122.54 | 122.65 | 3306740 
18:15 | 102.06 | 102.31 | 101.96 | 102.16 | 479231 
17:15 | 318.48 | 320.33 | 317.79 | 319.78 | 2814733 
20:15 | 122.66 | 122.79 | 122.50 | 122.73 | 3078622 
18:30 | 102.15 | 102.73 | 102.11 | 102.50 | 611721 
18:45 | 102.49 | 102.71 | 102.31 | 102.51 | 448497 
19:00 | 102.52 | 102.73 | 102.43 | 102.48 | 467647 [ENTRADA]
19:15 | 102.50 | 102.83 | 102.32 | 102.64 | 623289 
19:30 | 102.65 | 102.82 | 102.56 | 102.78 | 324275 
19:45 | 102.78 | 103.01 | 102.66 | 102.95 | 525984 
20:00 | 102.95 | 103.05 | 102.86 | 102.94 | 525903 
17:30 | 319.77 | 320.87 | 319.28 | 320.01 | 2490850 
17:45 | 320.04 | 320.49 | 317.50 | 318.29 | 2462952 
18:00 | 318.31 | 319.24 | 318.12 | 318.70 | 1599004 
18:15 | 318.73 | 319.49 | 318.34 | 318.59 | 1321393 
18:30 | 318.63 | 318.80 | 317.33 | 318.15 | 1458303 
18:45 | 318.15 | 318.63 | 317.36 | 317.88 | 1382838 
19:00 | 317.89 | 319.45 | 317.01 | 318.75 | 2127788 
RESULTADO: FALLO
============================================================

20:30 | 122.73 | 122.85 | 122.57 | 122.77 | 3312341 
20:45 | 122.77 | 122.91 | 122.56 | 122.59 | 3871454 
21:00 | 122.59 | 123.00 | 122.48 | 122.87 | 5725866 
20:15 | 102.93 | 103.02 | 102.71 | 102.76 | 457101 
20:30 | 102.77 | 103.03 | 102.74 | 102.87 | 405310 
20:45 | 102.86 | 102.94 | 102.75 | 102.85 | 330107 
21:15 | 122.87 | 122.93 | 122.47 | 122.59 | 4520257 
21:00 | 102.85 | 103.17 | 102.77 | 103.08 | 607428 
21:15 | 103.08 | 103.11 | 102.87 | 102.90 | 421363 
21:30 | 122.58 | 122.59 | 122.07 | 122.31 | 6067556 
21:30 | 102.91 | 102.99 | 102.68 | 102.80 | 682115 
21:45 | 102.79 | 102.97 | 102.60 | 102.83 | 1585357 
15:30 | 110.41 | 110.67 | 108.39 | 108.59 | 4950463 
15:45 | 108.60 | 109.39 | 108.21 | 108.23 | 2241441 
16:00 | 108.23 | 109.16 | 108.16 | 108.37 | 1853896 
16:15 | 108.37 | 108.72 | 107.35 | 107.49 | 2062049 
16:30 | 107.49 | 107.55 | 106.98 | 107.41 | 1736021 
16:45 | 107.41 | 107.84 | 107.23 | 107.63 | 1475363 
17:00 | 107.65 | 107.97 | 107.43 | 107.77 | 1149907 
17:15 | 107.77 | 108.16 | 107.54 | 108.14 | 1208630 
17:30 | 108.16 | 108.21 | 107.83 | 107.93 | 988466 
17:45 | 107.94 | 108.22 | 107.75 | 108.20 | 894276 
18:00 | 108.20 | 109.13 | 108.14 | 108.98 | 1420328 
18:15 | 108.98 | 109.10 | 108.80 | 108.85 | 870172 
18:30 | 108.86 | 109.18 | 108.82 | 109.08 | 785069 
18:45 | 109.08 | 109.48 | 108.87 | 109.24 | 901242 
19:00 | 109.24 | 109.75 | 109.14 | 109.44 | 1139486 
21:45 | 122.32 | 123.00 | 122.18 | 123.00 | 15150150 
15:30 | 124.98 | 126.57 | 124.47 | 126.52 | 22417763 
15:45 | 126.51 | 127.89 | 126.37 | 127.73 | 14998208 
16:00 | 127.73 | 128.88 | 127.47 | 128.78 | 17693826 
16:15 | 128.78 | 129.50 | 128.65 | 129.22 | 15984795 
16:30 | 129.22 | 129.69 | 128.92 | 129.35 | 11843157 
16:45 | 129.35 | 130.83 | 129.31 | 130.63 | 16300868 
17:00 | 130.63 | 130.64 | 129.55 | 129.59 | 12679730 
RESULTADO: EXITO
============================================================

RESULTADO: EXITO
============================================================


============================================================
ANALISIS: NVDA | C2_TREND_CALL | ENTRADA: 122.56 | TP: 124.06 | SL: 118.06
Hora  |  Open  |  High  |  Low   |  Close |  Vol
18:00 | 116.72 | 116.76 | 115.98 | 116.26 | 2993916 
18:15 | 116.27 | 116.48 | 116.07 | 116.29 | 2314269 
18:30 | 116.28 | 116.66 | 116.22 | 116.48 | 1844234 
18:45 | 116.48 | 116.50 | 116.16 | 116.34 | 1979263 
19:00 | 116.35 | 116.58 | 116.21 | 116.30 | 2076797 
19:15 | 116.30 | 116.67 | 116.11 | 116.43 | 2426411 
19:30 | 116.43 | 116.58 | 116.23 | 116.53 | 1938955 
19:45 | 116.52 | 116.81 | 116.33 | 116.77 | 2308275 
20:00 | 116.76 | 116.92 | 116.66 | 116.75 | 2138546 
20:15 | 116.75 | 116.84 | 116.51 | 116.58 | 1694783 
20:30 | 116.58 | 116.73 | 116.50 | 116.61 | 1616577 
20:45 | 116.61 | 116.71 | 116.54 | 116.61 | 1401671 
21:00 | 116.61 | 116.79 | 116.47 | 116.62 | 2343776 
21:15 | 116.63 | 116.80 | 116.51 | 116.73 | 2391867 
21:30 | 116.73 | 116.76 | 116.43 | 116.73 | 3288517 
21:45 | 116.73 | 116.87 | 116.50 | 116.61 | 6662552 
15:30 | 121.97 | 122.82 | 120.68 | 121.30 | 21984241 
15:45 | 121.30 | 122.08 | 120.88 | 121.38 | 9827710 
16:00 | 121.38 | 121.47 | 120.94 | 121.43 | 7472095 
16:15 | 121.43 | 121.70 | 120.47 | 120.85 | 7925280 
16:30 | 120.86 | 120.96 | 120.28 | 120.88 | 6478454 
16:45 | 120.89 | 120.98 | 120.48 | 120.88 | 4808480 
17:00 | 120.88 | 121.28 | 120.71 | 121.28 | 4774570 
17:15 | 121.28 | 121.85 | 121.24 | 121.66 | 5655337 
17:30 | 121.66 | 121.88 | 121.52 | 121.65 | 3855766 
17:45 | 121.65 | 121.84 | 121.44 | 121.73 | 3340798 
18:00 | 121.73 | 122.48 | 121.65 | 122.38 | 6388312 [ENTRADA]
18:15 | 122.39 | 122.72 | 122.32 | 122.37 | 5319178 
18:30 | 122.38 | 122.60 | 122.33 | 122.44 | 2983103 
18:45 | 122.44 | 122.74 | 122.41 | 122.56 | 3805327 
19:00 | 122.57 | 122.93 | 122.33 | 122.67 | 5668517 
19:15 | 122.68 | 122.82 | 122.48 | 122.67 | 3088117 
19:30 | 122.67 | 122.75 | 122.47 | 122.54 | 2742351 
19:45 | 122.55 | 122.88 | 122.54 | 122.82 | 3462358 
20:00 | 122.82 | 122.94 | 122.54 | 122.65 | 3306740 
20:15 | 122.66 | 122.79 | 122.50 | 122.73 | 3078622 
20:30 | 122.73 | 122.85 | 122.57 | 122.77 | 3312341 
20:45 | 122.77 | 122.91 | 122.56 | 122.59 | 3871454 
21:00 | 122.59 | 123.00 | 122.48 | 122.87 | 5725866 
21:15 | 122.87 | 122.93 | 122.47 | 122.59 | 4520257 
21:30 | 122.58 | 122.59 | 122.07 | 122.31 | 6067556 
21:45 | 122.32 | 123.00 | 122.18 | 123.00 | 15150150 
15:30 | 124.98 | 126.57 | 124.47 | 126.52 | 22417763 
15:45 | 126.51 | 127.89 | 126.37 | 127.73 | 14998208 
16:00 | 127.73 | 128.88 | 127.47 | 128.78 | 17693826 
16:15 | 128.78 | 129.50 | 128.65 | 129.22 | 15984795 
16:30 | 129.22 | 129.69 | 128.92 | 129.35 | 11843157 
16:45 | 129.35 | 130.83 | 129.31 | 130.63 | 16300868 
17:00 | 130.63 | 130.64 | 129.55 | 129.59 | 12679730 
17:15 | 129.59 | 130.25 | 129.59 | 129.84 | 8731754 
17:30 | 129.84 | 130.35 | 129.45 | 129.84 | 8768769 
17:45 | 129.84 | 130.03 | 129.75 | 129.91 | 5651706 
18:00 | 129.92 | 129.95 | 129.31 | 129.90 | 6395160 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 108.20 | TP: 109.70 | SL: 105.20
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 102.30 | 102.86 | 102.15 | 102.80 | 957448 
17:15 | 102.80 | 102.85 | 102.37 | 102.47 | 670805 
17:30 | 102.45 | 102.54 | 102.11 | 102.14 | 649450 
17:45 | 102.15 | 102.42 | 102.00 | 102.33 | 599207 
18:00 | 102.32 | 102.42 | 101.73 | 102.05 | 629686 
18:15 | 102.06 | 102.31 | 101.96 | 102.16 | 479231 
18:30 | 102.15 | 102.73 | 102.11 | 102.50 | 611721 
18:45 | 102.49 | 102.71 | 102.31 | 102.51 | 448497 
19:00 | 102.52 | 102.73 | 102.43 | 102.48 | 467647 
19:15 | 102.50 | 102.83 | 102.32 | 102.64 | 623289 
19:30 | 102.65 | 102.82 | 102.56 | 102.78 | 324275 
19:45 | 102.78 | 103.01 | 102.66 | 102.95 | 525984 
20:00 | 102.95 | 103.05 | 102.86 | 102.94 | 525903 
20:15 | 102.93 | 103.02 | 102.71 | 102.76 | 457101 
20:30 | 102.77 | 103.03 | 102.74 | 102.87 | 405310 
20:45 | 102.86 | 102.94 | 102.75 | 102.85 | 330107 
21:00 | 102.85 | 103.17 | 102.77 | 103.08 | 607428 
21:15 | 103.08 | 103.11 | 102.87 | 102.90 | 421363 
21:30 | 102.91 | 102.99 | 102.68 | 102.80 | 682115 
21:45 | 102.79 | 102.97 | 102.60 | 102.83 | 1585357 
15:30 | 110.41 | 110.67 | 108.39 | 108.59 | 4950463 
15:45 | 108.60 | 109.39 | 108.21 | 108.23 | 2241441 
16:00 | 108.23 | 109.16 | 108.16 | 108.37 | 1853896 
16:15 | 108.37 | 108.72 | 107.35 | 107.49 | 2062049 
16:30 | 107.49 | 107.55 | 106.98 | 107.41 | 1736021 
16:45 | 107.41 | 107.84 | 107.23 | 107.63 | 1475363 
17:00 | 107.65 | 107.97 | 107.43 | 107.77 | 1149907 [ENTRADA]
17:15 | 107.77 | 108.16 | 107.54 | 108.14 | 1208630 
17:30 | 108.16 | 108.21 | 107.83 | 107.93 | 988466 
17:45 | 107.94 | 108.22 | 107.75 | 108.20 | 894276 
18:00 | 108.20 | 109.13 | 108.14 | 108.98 | 1420328 
18:15 | 108.98 | 109.10 | 108.80 | 108.85 | 870172 
18:30 | 108.86 | 109.18 | 108.82 | 109.08 | 785069 
18:45 | 109.08 | 109.48 | 108.87 | 109.24 | 901242 
19:00 | 109.24 | 109.75 | 109.14 | 109.44 | 1139486 
19:15 | 109.44 | 109.44 | 108.97 | 109.32 | 879766 
19:30 | 109.31 | 109.37 | 108.82 | 108.89 | 727981 
19:45 | 108.89 | 109.01 | 108.64 | 108.65 | 626138 
20:00 | 108.65 | 108.73 | 108.19 | 108.57 | 932527 
20:15 | 108.58 | 108.62 | 108.35 | 108.44 | 566352 
20:30 | 108.45 | 108.58 | 108.24 | 108.28 | 515221 
20:45 | 108.28 | 108.36 | 108.03 | 108.04 | 716047 
21:00 | 108.04 | 108.28 | 107.84 | 107.99 | 953295 
21:15 | 107.99 | 108.06 | 107.60 | 107.75 | 987393 
21:30 | 107.75 | 107.96 | 107.43 | 107.45 | 1174069 
21:45 | 107.45 | 108.19 | 107.43 | 108.11 | 2577548 
15:30 | 109.63 | 110.52 | 109.00 | 109.50 | 3450717 
15:45 | 109.50 | 110.30 | 109.45 | 110.07 | 2171119 
16:00 | 110.07 | 110.78 | 109.92 | 110.19 | 2587705 
16:15 | 110.18 | 110.52 | 109.76 | 110.33 | 1600124 
16:30 | 110.34 | 110.53 | 110.13 | 110.19 | 1054565 
16:45 | 110.20 | 111.49 | 110.16 | 111.47 | 1989923 
17:00 | 111.47 | 112.17 | 111.38 | 111.58 | 3112731 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: TSLA | C2_TREND_CALL | ENTRADA: 334.91 | TP: 336.41 | SL: 330.41
Hora  |  Open  |  High  |  Low   |  Close |  Vol
19:00 | 317.89 | 319.45 | 317.01 | 318.75 | 2127788 
19:15 | 318.76 | 318.98 | 317.62 | 318.29 | 1215156 
19:30 | 318.34 | 319.27 | 318.31 | 319.24 | 1011296 
19:45 | 319.23 | 319.84 | 318.92 | 319.09 | 1266811 

============================================================
ANALISIS: MSFT | C2_TREND_CALL | ENTRADA: 451.44 | TP: 452.94 | SL: 448.44
Hora  |  Open  |  High  |  Low   |  Close |  Vol
20:00 | 319.12 | 319.33 | 317.25 | 318.19 | 1793324 
18:00 | 447.72 | 448.10 | 447.25 | 448.06 | 199581 
18:15 | 448.06 | 448.20 | 447.59 | 447.81 | 202633 
18:30 | 447.77 | 448.50 | 447.55 | 448.42 | 203248 
18:45 | 448.46 | 449.00 | 448.45 | 448.72 | 175472 
19:00 | 448.70 | 449.22 | 448.57 | 448.75 | 204399 
19:15 | 448.74 | 449.10 | 448.32 | 448.50 | 188661 
19:30 | 448.50 | 449.31 | 448.46 | 448.68 | 218139 
20:15 | 318.17 | 318.50 | 316.99 | 317.02 | 1599775 
20:30 | 317.09 | 317.53 | 316.14 | 316.33 | 2027358 
20:45 | 316.35 | 317.40 | 316.25 | 316.65 | 1530086 

============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 109.24 | TP: 110.74 | SL: 106.24
Hora  |  Open  |  High  |  Low   |  Close |  Vol
18:00 | 102.32 | 102.42 | 101.73 | 102.05 | 629686 
18:15 | 102.06 | 102.31 | 101.96 | 102.16 | 479231 
18:30 | 102.15 | 102.73 | 102.11 | 102.50 | 611721 
18:45 | 102.49 | 102.71 | 102.31 | 102.51 | 448497 
19:00 | 102.52 | 102.73 | 102.43 | 102.48 | 467647 
19:15 | 102.50 | 102.83 | 102.32 | 102.64 | 623289 
19:30 | 102.65 | 102.82 | 102.56 | 102.78 | 324275 
19:45 | 102.78 | 103.01 | 102.66 | 102.95 | 525984 
20:00 | 102.95 | 103.05 | 102.86 | 102.94 | 525903 
20:15 | 102.93 | 103.02 | 102.71 | 102.76 | 457101 
20:30 | 102.77 | 103.03 | 102.74 | 102.87 | 405310 
20:45 | 102.86 | 102.94 | 102.75 | 102.85 | 330107 
19:45 | 448.71 | 449.10 | 448.19 | 448.20 | 191504 
20:00 | 448.20 | 448.25 | 447.51 | 447.75 | 221586 
20:15 | 447.79 | 448.08 | 447.39 | 447.44 | 261286 
20:30 | 447.45 | 447.84 | 447.35 | 447.76 | 160502 
20:45 | 447.77 | 448.83 | 447.62 | 448.66 | 274185 
21:00 | 448.66 | 449.17 | 448.24 | 449.11 | 376230 
21:15 | 449.09 | 449.49 | 449.02 | 449.39 | 230938 
21:30 | 449.39 | 450.16 | 449.28 | 449.50 | 503550 
21:45 | 449.47 | 450.03 | 448.56 | 448.91 | 1136198 
15:30 | 448.14 | 452.24 | 448.14 | 450.86 | 1435076 
15:45 | 450.89 | 453.33 | 450.55 | 453.27 | 618475 
16:00 | 453.27 | 453.75 | 451.26 | 452.14 | 538516 
16:15 | 452.14 | 452.94 | 451.93 | 452.82 | 421404 
16:30 | 452.82 | 453.90 | 452.55 | 452.84 | 674640 
16:45 | 452.84 | 453.42 | 452.48 | 452.81 | 262120 
17:00 | 452.86 | 453.10 | 451.62 | 452.46 | 204148 
17:15 | 452.41 | 453.20 | 452.40 | 452.70 | 197819 
17:30 | 452.71 | 453.56 | 452.64 | 453.01 | 233279 
17:45 | 453.01 | 453.32 | 452.42 | 452.81 | 141038 
18:00 | 452.77 | 452.92 | 452.13 | 452.43 | 178000 [ENTRADA]
18:15 | 452.39 | 452.47 | 451.78 | 452.36 | 181220 
18:30 | 452.33 | 452.54 | 451.37 | 451.84 | 164304 
18:45 | 451.79 | 452.13 | 451.20 | 451.44 | 143382 
19:00 | 451.43 | 451.43 | 450.56 | 450.85 | 102183 
19:15 | 450.85 | 450.92 | 450.03 | 450.77 | 167170 
19:30 | 450.82 | 451.07 | 450.50 | 450.81 | 145803 
19:45 | 450.77 | 451.43 | 450.40 | 451.31 | 121743 
20:00 | 451.32 | 451.77 | 451.11 | 451.53 | 118303 
20:15 | 451.52 | 451.85 | 451.26 | 451.54 | 116766 
20:30 | 451.52 | 452.61 | 451.46 | 452.29 | 227670 
20:45 | 452.32 | 452.41 | 451.70 | 451.87 | 166197 
21:00 | 451.87 | 451.89 | 451.14 | 451.64 | 191809 
21:15 | 451.64 | 451.76 | 450.95 | 451.28 | 159985 
21:30 | 451.26 | 451.89 | 451.22 | 451.77 | 194114 
21:45 | 451.78 | 453.30 | 451.50 | 452.90 | 1602073 
15:30 | 450.98 | 453.15 | 450.43 | 453.15 | 881345 
15:45 | 453.09 | 453.47 | 451.22 | 453.00 | 335676 
16:00 | 453.14 | 453.61 | 452.39 | 452.99 | 349971 
16:15 | 453.05 | 454.25 | 452.88 | 453.64 | 363145 
16:30 | 453.69 | 453.78 | 452.77 | 452.83 | 274449 
16:45 | 452.84 | 453.32 | 452.29 | 453.14 | 308139 
17:00 | 453.12 | 454.66 | 453.00 | 454.60 | 360987 
17:15 | 454.58 | 455.51 | 454.33 | 454.93 | 445839 
17:30 | 454.93 | 455.21 | 454.22 | 455.09 | 258291 
17:45 | 455.15 | 455.51 | 455.00 | 455.35 | 342146 
18:00 | 455.35 | 456.00 | 454.91 | 455.43 | 403487 
21:00 | 316.67 | 317.88 | 316.33 | 317.62 | 1577887 
21:15 | 317.63 | 318.10 | 316.15 | 316.35 | 1952368 
21:30 | 316.35 | 317.40 | 316.14 | 317.38 | 1885001 
21:45 | 317.40 | 318.77 | 317.22 | 318.62 | 3675955 
15:30 | 319.99 | 321.58 | 316.80 | 317.84 | 6831178 
15:45 | 317.84 | 321.60 | 317.35 | 321.27 | 4895144 
16:00 | 321.32 | 326.07 | 320.62 | 323.66 | 6781232 
16:15 | 323.71 | 325.06 | 321.61 | 322.50 | 3847648 
16:30 | 322.47 | 323.50 | 321.73 | 322.06 | 2365487 
16:45 | 322.05 | 324.50 | 321.74 | 322.50 | 3517530 
17:00 | 322.40 | 323.92 | 318.78 | 322.36 | 5004681 
17:15 | 322.34 | 322.58 | 320.75 | 321.52 | 2193417 
17:30 | 321.60 | 322.35 | 321.11 | 321.42 | 1622444 
17:45 | 321.45 | 322.97 | 320.90 | 322.60 | 1899581 
18:00 | 322.55 | 322.58 | 320.43 | 321.58 | 1641086 
18:15 | 321.61 | 322.08 | 320.68 | 321.72 | 1232702 
18:30 | 321.72 | 323.14 | 321.46 | 323.14 | 1524237 
18:45 | 323.12 | 327.25 | 323.09 | 326.05 | 4192785 
19:00 | 326.03 | 327.95 | 325.19 | 326.71 | 2972476 [ENTRADA]
19:15 | 326.68 | 329.49 | 326.35 | 329.39 | 3597320 
19:30 | 329.39 | 333.43 | 328.67 | 332.60 | 6194108 
19:45 | 332.62 | 336.73 | 332.48 | 334.91 | 6894931 
20:00 | 334.91 | 335.58 | 332.83 | 335.47 | 4272165 
20:15 | 335.42 | 337.59 | 334.32 | 336.05 | 3912216 
20:30 | 336.11 | 336.64 | 334.07 | 334.24 | 2813923 
20:45 | 334.19 | 336.13 | 333.88 | 335.85 | 2766709 
21:00 | 102.85 | 103.17 | 102.77 | 103.08 | 607428 
RESULTADO: EXITO
============================================================

21:00 | 335.88 | 336.06 | 334.22 | 335.49 | 2299429 
21:15 | 103.08 | 103.11 | 102.87 | 102.90 | 421363 
21:15 | 335.49 | 337.12 | 334.63 | 334.99 | 3050702 
21:30 | 335.03 | 336.19 | 334.64 | 335.94 | 2450664 
21:45 | 335.98 | 336.11 | 331.80 | 333.93 | 4792453 
15:30 | 342.37 | 345.50 | 337.14 | 339.14 | 9748268 
15:45 | 339.14 | 340.75 | 337.00 | 340.74 | 5146743 
16:00 | 340.75 | 344.64 | 339.86 | 342.62 | 5952609 
16:15 | 342.63 | 343.26 | 338.30 | 340.28 | 4059037 
16:30 | 340.39 | 341.55 | 339.37 | 340.57 | 2740923 
16:45 | 340.60 | 341.45 | 338.85 | 339.39 | 2183980 
21:30 | 102.91 | 102.99 | 102.68 | 102.80 | 682115 

============================================================
ANALISIS: NVDA | C2_TREND_CALL | ENTRADA: 130.63 | TP: 132.13 | SL: 126.13
