
============================================================
ANALISIS: TSLA | C2_TREND_CALL | ENTRADA: 301.03 | TP: 302.53 | SL: 296.53
Hora  |  Open  |  High  |  Low   |  Close |  Vol

============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 102.95 | TP: 104.45 | SL: 99.95
Hora  |  Open  |  High  |  Low   |  Close |  Vol
18:45 | 512.99 | 513.82 | 512.62 | 513.35 | 147528 
19:00 | 513.42 | 513.92 | 513.37 | 513.92 | 116077 
19:15 | 513.92 | 514.23 | 513.54 | 513.54 | 157601 
19:30 | 513.56 | 513.92 | 513.06 | 513.10 | 228780 
19:45 | 513.11 | 513.35 | 512.26 | 512.30 | 177552 
20:00 | 512.27 | 512.45 | 511.62 | 511.69 | 234927 
20:15 | 511.69 | 511.80 | 511.36 | 511.44 | 174826 
20:30 | 511.45 | 511.88 | 511.29 | 511.44 | 206724 
20:45 | 511.46 | 511.64 | 510.26 | 510.59 | 397353 
21:00 | 510.63 | 510.72 | 510.11 | 510.13 | 310572 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: MSFT | C2_TREND_CALL | ENTRADA: 511.88 | TP: 513.38 | SL: 508.88
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 511.23 | 511.52 | 510.00 | 510.81 | 286412 
17:15 | 510.80 | 511.46 | 510.34 | 510.52 | 168035 
17:30 | 510.54 | 510.78 | 509.81 | 510.02 | 157729 
17:45 | 510.06 | 510.14 | 508.15 | 508.16 | 222246 
18:00 | 508.13 | 509.09 | 507.87 | 508.85 | 357649 
18:15 | 508.81 | 509.29 | 508.75 | 508.89 | 176307 
18:30 | 508.89 | 509.35 | 508.74 | 509.21 | 115909 
18:45 | 509.24 | 509.66 | 509.13 | 509.51 | 240071 
19:00 | 509.53 | 510.09 | 509.43 | 509.51 | 151035 
19:15 | 509.51 | 509.68 | 509.10 | 509.20 | 96487 
19:30 | 509.20 | 509.24 | 508.74 | 509.05 | 124696 
19:45 | 509.07 | 509.14 | 508.37 | 508.40 | 105378 
20:00 | 508.38 | 508.64 | 508.21 | 508.43 | 225373 
20:15 | 508.43 | 508.56 | 507.89 | 508.19 | 231422 
20:30 | 508.17 | 508.72 | 507.87 | 508.27 | 209851 
20:45 | 508.26 | 508.93 | 508.23 | 508.82 | 259226 
21:00 | 508.80 | 509.47 | 508.76 | 509.28 | 271137 
21:15 | 509.28 | 509.66 | 508.63 | 508.80 | 202292 
21:30 | 508.79 | 508.91 | 508.36 | 508.40 | 257957 
21:45 | 508.41 | 508.84 | 508.08 | 508.27 | 847001 
15:30 | 510.61 | 513.08 | 510.31 | 512.41 | 5764231 
15:45 | 512.44 | 514.88 | 512.11 | 514.33 | 577114 
16:00 | 514.38 | 514.63 | 512.94 | 513.14 | 366684 
16:15 | 513.16 | 513.46 | 511.95 | 513.11 | 358068 
16:30 | 513.09 | 513.48 | 512.46 | 513.20 | 282338 
16:45 | 513.19 | 513.80 | 512.77 | 513.69 | 249013 
17:00 | 513.73 | 513.96 | 511.94 | 512.01 | 325150 [ENTRADA]
17:15 | 512.06 | 513.08 | 511.87 | 512.22 | 532025 
17:30 | 512.23 | 512.27 | 511.32 | 511.43 | 201844 
17:45 | 511.49 | 512.15 | 511.44 | 511.88 | 121130 
18:00 | 511.92 | 512.82 | 511.92 | 512.65 | 250588 
18:15 | 512.66 | 513.36 | 512.62 | 512.86 | 145769 
18:30 | 512.85 | 512.96 | 511.89 | 512.45 | 195807 
18:45 | 512.44 | 512.71 | 512.07 | 512.34 | 182496 
19:00 | 512.34 | 512.65 | 511.58 | 511.91 | 200353 
19:15 | 511.89 | 512.00 | 511.45 | 511.69 | 143266 
19:30 | 511.69 | 511.73 | 511.07 | 511.69 | 241275 
19:45 | 511.71 | 511.78 | 510.95 | 511.41 | 172292 
20:00 | 511.41 | 511.43 | 510.35 | 511.12 | 242782 
20:15 | 511.12 | 511.13 | 510.52 | 510.70 | 198957 
20:30 | 510.68 | 511.88 | 510.53 | 511.59 | 278903 
20:45 | 511.55 | 511.62 | 510.72 | 511.46 | 267775 
21:00 | 511.45 | 511.73 | 511.08 | 511.58 | 260486 
21:15 | 511.58 | 511.94 | 510.89 | 511.17 | 351071 
21:30 | 511.19 | 511.55 | 510.82 | 510.97 | 390608 
21:45 | 510.97 | 519.30 | 510.97 | 518.00 | 4610790 
15:30 | 515.59 | 517.74 | 514.30 | 515.57 | 1062458 
15:45 | 515.58 | 515.84 | 514.40 | 514.53 | 459062 
16:00 | 514.49 | 514.61 | 512.54 | 512.95 | 536358 
16:15 | 512.94 | 514.88 | 512.70 | 514.57 | 354578 
16:30 | 514.59 | 516.30 | 514.54 | 516.23 | 399722 
16:45 | 516.20 | 516.60 | 515.71 | 515.93 | 251011 
17:00 | 515.90 | 516.26 | 514.94 | 515.35 | 267966 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: MSFT | C2_TREND_CALL | ENTRADA: 518.00 | TP: 519.50 | SL: 515.00
Hora  |  Open  |  High  |  Low   |  Close |  Vol
21:00 | 508.80 | 509.47 | 508.76 | 509.28 | 271137 
21:15 | 509.28 | 509.66 | 508.63 | 508.80 | 202292 
21:30 | 508.79 | 508.91 | 508.36 | 508.40 | 257957 
21:45 | 508.41 | 508.84 | 508.08 | 508.27 | 847001 
15:30 | 510.61 | 513.08 | 510.31 | 512.41 | 5764231 
15:45 | 512.44 | 514.88 | 512.11 | 514.33 | 577114 
16:00 | 514.38 | 514.63 | 512.94 | 513.14 | 366684 
16:15 | 513.16 | 513.46 | 511.95 | 513.11 | 358068 
16:30 | 513.09 | 513.48 | 512.46 | 513.20 | 282338 
16:45 | 513.19 | 513.80 | 512.77 | 513.69 | 249013 
17:00 | 513.73 | 513.96 | 511.94 | 512.01 | 325150 
17:15 | 512.06 | 513.08 | 511.87 | 512.22 | 532025 
17:30 | 512.23 | 512.27 | 511.32 | 511.43 | 201844 
17:45 | 511.49 | 512.15 | 511.44 | 511.88 | 121130 
18:00 | 511.92 | 512.82 | 511.92 | 512.65 | 250588 
18:15 | 512.66 | 513.36 | 512.62 | 512.86 | 145769 
18:30 | 512.85 | 512.96 | 511.89 | 512.45 | 195807 
18:45 | 512.44 | 512.71 | 512.07 | 512.34 | 182496 
19:00 | 512.34 | 512.65 | 511.58 | 511.91 | 200353 
19:15 | 511.89 | 512.00 | 511.45 | 511.69 | 143266 
19:30 | 511.69 | 511.73 | 511.07 | 511.69 | 241275 
19:45 | 511.71 | 511.78 | 510.95 | 511.41 | 172292 
20:00 | 511.41 | 511.43 | 510.35 | 511.12 | 242782 
20:15 | 511.12 | 511.13 | 510.52 | 510.70 | 198957 
20:30 | 510.68 | 511.88 | 510.53 | 511.59 | 278903 
20:45 | 511.55 | 511.62 | 510.72 | 511.46 | 267775 
21:00 | 511.45 | 511.73 | 511.08 | 511.58 | 260486 [ENTRADA]
21:15 | 511.58 | 511.94 | 510.89 | 511.17 | 351071 
21:30 | 511.19 | 511.55 | 510.82 | 510.97 | 390608 
21:45 | 510.97 | 519.30 | 510.97 | 518.00 | 4610790 
15:30 | 515.59 | 517.74 | 514.30 | 515.57 | 1062458 
15:45 | 515.58 | 515.84 | 514.40 | 514.53 | 459062 
16:00 | 514.49 | 514.61 | 512.54 | 512.95 | 536358 
16:15 | 512.94 | 514.88 | 512.70 | 514.57 | 354578 
16:30 | 514.59 | 516.30 | 514.54 | 516.23 | 399722 
16:45 | 516.20 | 516.60 | 515.71 | 515.93 | 251011 
17:00 | 515.90 | 516.26 | 514.94 | 515.35 | 267966 
17:15 | 515.32 | 515.57 | 514.66 | 515.03 | 141061 
17:30 | 515.12 | 515.50 | 514.03 | 514.10 | 233880 
17:45 | 514.15 | 514.49 | 513.75 | 513.87 | 124839 
18:00 | 513.87 | 514.07 | 512.58 | 513.69 | 368532 
18:15 | 513.63 | 514.69 | 513.40 | 514.57 | 241792 
18:30 | 514.60 | 515.96 | 514.54 | 515.34 | 255168 
18:45 | 515.30 | 515.42 | 514.44 | 515.00 | 213456 
19:00 | 514.89 | 515.24 | 514.51 | 514.70 | 160137 
19:15 | 514.70 | 515.34 | 514.70 | 515.14 | 159361 
19:30 | 515.11 | 515.24 | 514.89 | 515.16 | 143865 
19:45 | 515.14 | 515.28 | 514.41 | 514.53 | 131182 
20:00 | 514.54 | 514.81 | 514.48 | 514.79 | 122914 
20:15 | 514.78 | 515.19 | 514.53 | 515.04 | 133862 
20:30 | 515.05 | 515.57 | 515.05 | 515.13 | 174555 
20:45 | 515.15 | 515.26 | 513.65 | 513.95 | 271741 
21:00 | 513.98 | 514.01 | 513.19 | 513.27 | 294122 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: MSFT | C2_TREND_CALL | ENTRADA: 509.68 | TP: 511.18 | SL: 506.68
Hora  |  Open  |  High  |  Low   |  Close |  Vol
20:00 | 509.90 | 510.07 | 509.54 | 509.82 | 177751 
20:15 | 509.82 | 510.28 | 509.64 | 509.99 | 260869 
20:30 | 509.95 | 510.59 | 509.85 | 510.06 | 152849 
20:45 | 510.08 | 510.19 | 508.58 | 508.77 | 286475 
21:00 | 508.77 | 508.92 | 507.31 | 508.37 | 407055 
21:15 | 508.37 | 508.91 | 508.25 | 508.75 | 219172 
21:30 | 508.78 | 509.34 | 508.65 | 509.14 | 270689 
21:45 | 509.14 | 509.90 | 508.60 | 509.62 | 767306 
15:30 | 510.38 | 512.48 | 507.20 | 509.17 | 952967 
15:45 | 509.17 | 509.71 | 508.35 | 508.62 | 386467 
16:00 | 508.74 | 509.45 | 508.03 | 508.72 | 265654 
16:15 | 508.72 | 510.11 | 508.39 | 510.05 | 195433 
16:30 | 510.03 | 510.80 | 509.41 | 510.15 | 189499 
16:45 | 510.14 | 510.49 | 509.04 | 509.37 | 163297 
17:00 | 509.39 | 510.69 | 509.39 | 509.82 | 203243 
17:15 | 509.85 | 510.89 | 509.50 | 509.59 | 158710 
17:30 | 509.63 | 509.76 | 509.15 | 509.35 | 160346 
17:45 | 509.35 | 509.37 | 508.20 | 508.27 | 175989 
18:00 | 508.28 | 508.68 | 507.84 | 508.23 | 212675 
18:15 | 508.18 | 508.86 | 507.62 | 508.08 | 163073 
18:30 | 508.10 | 508.49 | 507.86 | 508.49 | 150959 
18:45 | 508.49 | 508.50 | 507.43 | 507.51 | 112593 
19:00 | 507.51 | 508.20 | 506.92 | 507.94 | 233870 
19:15 | 507.89 | 508.17 | 507.65 | 508.01 | 65273 
19:30 | 508.07 | 508.32 | 507.35 | 507.51 | 114159 
19:45 | 507.48 | 507.75 | 507.10 | 507.63 | 72500 
20:00 | 507.65 | 508.10 | 507.52 | 507.96 | 99441 [ENTRADA]
20:15 | 507.94 | 508.20 | 507.92 | 508.13 | 76057 
20:30 | 508.13 | 508.85 | 507.99 | 508.82 | 97689 
20:45 | 508.84 | 509.71 | 508.53 | 509.68 | 120897 
21:00 | 509.63 | 510.17 | 509.51 | 509.87 | 179528 
21:15 | 509.85 | 509.93 | 509.12 | 509.24 | 161419 
21:30 | 509.24 | 509.64 | 509.09 | 509.31 | 171258 
21:45 | 509.31 | 510.53 | 509.02 | 509.98 | 690724 
15:30 | 508.30 | 509.14 | 506.54 | 508.80 | 1075462 
15:45 | 508.85 | 509.27 | 505.50 | 506.27 | 501306 
16:00 | 506.23 | 506.99 | 505.04 | 506.20 | 564382 
16:15 | 506.23 | 508.22 | 506.07 | 508.16 | 450006 
16:30 | 508.20 | 509.89 | 507.98 | 509.21 | 234963 
16:45 | 509.36 | 510.01 | 509.16 | 509.69 | 197439 
17:00 | 509.74 | 509.79 | 507.67 | 509.09 | 260917 
17:15 | 509.10 | 509.30 | 507.73 | 507.99 | 195211 
17:30 | 508.07 | 509.01 | 507.94 | 508.66 | 175834 
17:45 | 508.66 | 508.95 | 508.22 | 508.64 | 137726 
18:00 | 508.69 | 509.06 | 508.49 | 508.73 | 107137 
18:15 | 508.77 | 508.97 | 508.00 | 508.08 | 116807 
18:30 | 508.08 | 508.72 | 507.62 | 507.72 | 128908 
18:45 | 507.73 | 508.22 | 507.55 | 508.06 | 91440 
19:00 | 508.04 | 508.23 | 507.60 | 507.74 | 114746 
19:15 | 507.77 | 508.10 | 507.20 | 507.97 | 109094 
19:30 | 507.95 | 508.08 | 507.43 | 507.74 | 96041 
19:45 | 507.80 | 507.89 | 507.16 | 507.23 | 104356 
20:00 | 507.19 | 507.22 | 506.50 | 507.14 | 152906 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AAPL | C2_TREND_CALL | ENTRADA: 239.14 | TP: 240.64 | SL: 236.14
Hora  |  Open  |  High  |  Low   |  Close |  Vol
18:00 | 237.06 | 237.07 | 236.70 | 236.78 | 560901 
18:15 | 236.79 | 236.84 | 236.47 | 236.57 | 505075 
18:30 | 236.56 | 236.60 | 236.20 | 236.43 | 561965 
18:45 | 236.42 | 236.45 | 236.08 | 236.23 | 467525 
19:00 | 236.23 | 236.37 | 236.03 | 236.11 | 587867 
19:15 | 236.11 | 236.23 | 235.70 | 235.76 | 567335 
19:30 | 235.75 | 235.86 | 235.58 | 235.71 | 603228 
19:45 | 235.71 | 236.12 | 235.64 | 236.02 | 680068 
20:00 | 236.02 | 236.14 | 235.82 | 236.00 | 519696 
20:15 | 235.99 | 235.99 | 235.63 | 235.64 | 466249 
20:30 | 235.64 | 235.82 | 235.27 | 235.34 | 597247 
20:45 | 235.34 | 236.17 | 235.33 | 236.17 | 675884 
21:00 | 236.18 | 236.34 | 235.84 | 235.87 | 687106 
21:15 | 235.86 | 236.06 | 235.71 | 235.97 | 622493 
21:30 | 235.97 | 236.13 | 235.73 | 235.77 | 873113 
21:45 | 235.76 | 236.79 | 235.68 | 236.76 | 2815226 
15:30 | 237.12 | 238.34 | 236.32 | 238.31 | 4180904 
15:45 | 238.29 | 240.56 | 238.02 | 240.36 | 4617153 
16:00 | 240.38 | 241.22 | 240.16 | 240.66 | 3556343 
16:15 | 240.66 | 241.00 | 239.48 | 239.53 | 2308598 
16:30 | 239.53 | 239.73 | 239.17 | 239.24 | 1630880 
16:45 | 239.23 | 239.29 | 238.73 | 238.98 | 1387098 
17:00 | 238.99 | 239.37 | 238.24 | 239.36 | 1358124 
17:15 | 239.35 | 239.85 | 239.01 | 239.59 | 1345701 
17:30 | 239.58 | 239.59 | 238.46 | 238.67 | 1006559 
17:45 | 238.67 | 239.03 | 238.62 | 238.66 | 660163 
18:00 | 238.66 | 239.10 | 238.63 | 239.06 | 792031 [ENTRADA]
18:15 | 239.05 | 239.42 | 238.98 | 239.20 | 824294 
18:30 | 239.20 | 239.35 | 238.90 | 239.26 | 641987 
18:45 | 239.26 | 239.35 | 239.01 | 239.14 | 552093 
19:00 | 239.15 | 239.40 | 238.98 | 239.15 | 627870 
19:15 | 239.15 | 239.39 | 239.04 | 239.09 | 571852 
19:30 | 239.10 | 239.11 | 238.31 | 238.40 | 870139 
19:45 | 238.40 | 238.48 | 238.13 | 238.32 | 691257 
20:00 | 238.32 | 238.96 | 238.20 | 238.78 | 764774 
20:15 | 238.79 | 239.03 | 238.66 | 238.93 | 648169 
20:30 | 238.93 | 239.09 | 238.81 | 239.01 | 695355 
20:45 | 239.02 | 239.11 | 238.90 | 239.06 | 623366 
21:00 | 239.06 | 239.59 | 239.05 | 239.54 | 1131998 
21:15 | 239.54 | 239.60 | 238.85 | 238.94 | 1086545 
21:30 | 238.94 | 239.18 | 238.80 | 238.94 | 1072710 
21:45 | 238.95 | 239.63 | 238.08 | 238.14 | 3453256 
15:30 | 238.97 | 240.10 | 238.81 | 239.83 | 3181821 
15:45 | 239.83 | 239.86 | 238.91 | 239.22 | 1753186 
16:00 | 239.24 | 239.94 | 239.06 | 239.53 | 1190361 
16:15 | 239.53 | 240.02 | 239.48 | 239.63 | 1036696 
16:30 | 239.64 | 239.84 | 239.38 | 239.48 | 755657 
16:45 | 239.48 | 240.01 | 239.46 | 239.54 | 837555 
17:00 | 239.54 | 239.63 | 239.25 | 239.34 | 659492 
17:15 | 239.34 | 239.62 | 239.20 | 239.48 | 573134 
17:30 | 239.49 | 239.78 | 239.35 | 239.55 | 503276 
17:45 | 239.55 | 239.69 | 239.38 | 239.55 | 617066 
18:00 | 239.56 | 239.62 | 239.28 | 239.52 | 500981 
RESULTADO: EN CURSO
============================================================


============================================================
ANALISIS: AAPL | C2_TREND_CALL | ENTRADA: 238.32 | TP: 239.82 | SL: 235.32
Hora  |  Open  |  High  |  Low   |  Close |  Vol
19:00 | 236.23 | 236.37 | 236.03 | 236.11 | 587867 
19:15 | 236.11 | 236.23 | 235.70 | 235.76 | 567335 
19:30 | 235.75 | 235.86 | 235.58 | 235.71 | 603228 
19:45 | 235.71 | 236.12 | 235.64 | 236.02 | 680068 
20:00 | 236.02 | 236.14 | 235.82 | 236.00 | 519696 
20:15 | 235.99 | 235.99 | 235.63 | 235.64 | 466249 
20:30 | 235.64 | 235.82 | 235.27 | 235.34 | 597247 
20:45 | 235.34 | 236.17 | 235.33 | 236.17 | 675884 
21:00 | 236.18 | 236.34 | 235.84 | 235.87 | 687106 
21:15 | 235.86 | 236.06 | 235.71 | 235.97 | 622493 
21:30 | 235.97 | 236.13 | 235.73 | 235.77 | 873113 
21:45 | 235.76 | 236.79 | 235.68 | 236.76 | 2815226 
15:30 | 237.12 | 238.34 | 236.32 | 238.31 | 4180904 
15:45 | 238.29 | 240.56 | 238.02 | 240.36 | 4617153 
16:00 | 240.38 | 241.22 | 240.16 | 240.66 | 3556343 
16:15 | 240.66 | 241.00 | 239.48 | 239.53 | 2308598 
16:30 | 239.53 | 239.73 | 239.17 | 239.24 | 1630880 
16:45 | 239.23 | 239.29 | 238.73 | 238.98 | 1387098 
17:00 | 238.99 | 239.37 | 238.24 | 239.36 | 1358124 
17:15 | 239.35 | 239.85 | 239.01 | 239.59 | 1345701 
17:30 | 239.58 | 239.59 | 238.46 | 238.67 | 1006559 
17:45 | 238.67 | 239.03 | 238.62 | 238.66 | 660163 
18:00 | 238.66 | 239.10 | 238.63 | 239.06 | 792031 
18:15 | 239.05 | 239.42 | 238.98 | 239.20 | 824294 
18:30 | 239.20 | 239.35 | 238.90 | 239.26 | 641987 
18:45 | 239.26 | 239.35 | 239.01 | 239.14 | 552093 
19:00 | 239.15 | 239.40 | 238.98 | 239.15 | 627870 [ENTRADA]
19:15 | 239.15 | 239.39 | 239.04 | 239.09 | 571852 
19:30 | 239.10 | 239.11 | 238.31 | 238.40 | 870139 
19:45 | 238.40 | 238.48 | 238.13 | 238.32 | 691257 
20:00 | 238.32 | 238.96 | 238.20 | 238.78 | 764774 
20:15 | 238.79 | 239.03 | 238.66 | 238.93 | 648169 
20:30 | 238.93 | 239.09 | 238.81 | 239.01 | 695355 
20:45 | 239.02 | 239.11 | 238.90 | 239.06 | 623366 
21:00 | 239.06 | 239.59 | 239.05 | 239.54 | 1131998 
21:15 | 239.54 | 239.60 | 238.85 | 238.94 | 1086545 
21:30 | 238.94 | 239.18 | 238.80 | 238.94 | 1072710 
21:45 | 238.95 | 239.63 | 238.08 | 238.14 | 3453256 
15:30 | 238.97 | 240.10 | 238.81 | 239.83 | 3181821 
15:45 | 239.83 | 239.86 | 238.91 | 239.22 | 1753186 
16:00 | 239.24 | 239.94 | 239.06 | 239.53 | 1190361 
16:15 | 239.53 | 240.02 | 239.48 | 239.63 | 1036696 
16:30 | 239.64 | 239.84 | 239.38 | 239.48 | 755657 
16:45 | 239.48 | 240.01 | 239.46 | 239.54 | 837555 
17:00 | 239.54 | 239.63 | 239.25 | 239.34 | 659492 
17:15 | 239.34 | 239.62 | 239.20 | 239.48 | 573134 
17:30 | 239.49 | 239.78 | 239.35 | 239.55 | 503276 
17:45 | 239.55 | 239.69 | 239.38 | 239.55 | 617066 
18:00 | 239.56 | 239.62 | 239.28 | 239.52 | 500981 
18:15 | 239.51 | 239.69 | 239.49 | 239.67 | 559354 
18:30 | 239.68 | 239.77 | 239.41 | 239.52 | 629079 
18:45 | 239.52 | 239.70 | 239.35 | 239.59 | 486613 
19:00 | 239.59 | 239.62 | 239.46 | 239.50 | 402218 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: MSFT | C2_TREND_CALL | ENTRADA: 516.71 | TP: 518.21 | SL: 513.71
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 515.39 | 516.70 | 515.05 | 515.90 | 515143 
16:15 | 515.95 | 516.85 | 515.55 | 515.74 | 324446 
16:30 | 515.70 | 515.70 | 514.42 | 515.11 | 216774 
16:45 | 515.11 | 515.34 | 514.21 | 514.25 | 197862 
17:00 | 514.29 | 514.60 | 513.10 | 513.22 | 205813 
17:15 | 513.19 | 513.19 | 512.40 | 512.97 | 168246 
17:30 | 512.97 | 513.57 | 512.92 | 513.28 | 153600 
17:45 | 513.25 | 513.99 | 512.94 | 513.55 | 148178 
18:00 | 513.63 | 515.11 | 513.52 | 515.06 | 151320 
18:15 | 515.07 | 515.46 | 514.18 | 515.26 | 155091 
18:30 | 515.25 | 515.73 | 515.17 | 515.28 | 116192 
18:45 | 515.27 | 515.30 | 514.46 | 514.83 | 151427 
19:00 | 514.82 | 515.45 | 514.39 | 514.88 | 115033 
19:15 | 514.87 | 515.44 | 514.85 | 515.01 | 105660 
19:30 | 515.00 | 515.00 | 514.35 | 514.62 | 122456 
19:45 | 514.59 | 514.83 | 514.36 | 514.40 | 90800 
20:00 | 514.39 | 514.79 | 513.98 | 514.69 | 115644 
20:15 | 514.69 | 514.99 | 514.47 | 514.88 | 119194 
20:30 | 514.85 | 515.02 | 514.45 | 514.68 | 154901 
20:45 | 514.66 | 514.82 | 514.45 | 514.71 | 94894 
21:00 | 514.71 | 514.75 | 514.10 | 514.36 | 151589 
21:15 | 514.38 | 515.00 | 513.86 | 514.74 | 198248 
21:30 | 514.72 | 514.92 | 514.30 | 514.46 | 194494 
21:45 | 514.46 | 514.80 | 513.77 | 514.60 | 611059 
15:30 | 513.14 | 513.48 | 509.66 | 511.60 | 818471 
15:45 | 511.65 | 512.89 | 511.36 | 512.73 | 369832 
16:00 | 512.68 | 513.80 | 512.40 | 512.88 | 302062 [ENTRADA]
16:15 | 512.86 | 513.17 | 512.33 | 513.05 | 193260 
16:30 | 513.05 | 514.53 | 512.91 | 514.38 | 203326 
16:45 | 514.37 | 516.84 | 514.37 | 516.71 | 506457 
17:00 | 516.66 | 517.63 | 515.87 | 515.89 | 370788 
17:15 | 515.88 | 516.24 | 514.65 | 514.65 | 335934 
17:30 | 514.66 | 515.69 | 514.61 | 515.10 | 281814 
17:45 | 515.10 | 515.96 | 514.53 | 515.94 | 168118 
18:00 | 515.90 | 516.18 | 515.13 | 515.31 | 109246 
18:15 | 515.33 | 516.80 | 515.23 | 515.87 | 143385 
18:30 | 515.95 | 516.01 | 515.40 | 515.74 | 114216 
18:45 | 515.76 | 515.89 | 515.08 | 515.48 | 119729 
19:00 | 515.48 | 515.48 | 514.57 | 515.16 | 152386 
19:15 | 515.16 | 515.73 | 514.70 | 514.96 | 177351 
19:30 | 514.94 | 515.25 | 514.69 | 514.97 | 134995 
19:45 | 515.03 | 515.59 | 514.97 | 515.13 | 120527 
20:00 | 515.11 | 515.91 | 514.19 | 515.87 | 121019 
20:15 | 515.90 | 516.98 | 515.71 | 516.95 | 318892 
20:30 | 516.95 | 517.04 | 516.25 | 516.94 | 163634 
20:45 | 516.90 | 517.92 | 516.89 | 517.75 | 267285 
21:00 | 517.75 | 518.03 | 516.37 | 516.56 | 242399 
21:15 | 516.53 | 517.02 | 516.36 | 517.02 | 172380 
21:30 | 517.01 | 517.70 | 516.42 | 516.48 | 275784 
21:45 | 516.49 | 518.16 | 516.42 | 517.94 | 1003248 
15:30 | 514.80 | 517.25 | 512.30 | 513.49 | 1099053 
15:45 | 513.51 | 514.20 | 512.10 | 512.63 | 630088 
16:00 | 512.67 | 513.15 | 511.69 | 512.83 | 349940 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: MSFT | C2_TREND_CALL | ENTRADA: 517.75 | TP: 519.25 | SL: 514.75
Hora  |  Open  |  High  |  Low   |  Close |  Vol
20:00 | 514.39 | 514.79 | 513.98 | 514.69 | 115644 
20:15 | 514.69 | 514.99 | 514.47 | 514.88 | 119194 
20:30 | 514.85 | 515.02 | 514.45 | 514.68 | 154901 
20:45 | 514.66 | 514.82 | 514.45 | 514.71 | 94894 
21:00 | 514.71 | 514.75 | 514.10 | 514.36 | 151589 
21:15 | 514.38 | 515.00 | 513.86 | 514.74 | 198248 
21:30 | 514.72 | 514.92 | 514.30 | 514.46 | 194494 
21:45 | 514.46 | 514.80 | 513.77 | 514.60 | 611059 
15:30 | 513.14 | 513.48 | 509.66 | 511.60 | 818471 
15:45 | 511.65 | 512.89 | 511.36 | 512.73 | 369832 
16:00 | 512.68 | 513.80 | 512.40 | 512.88 | 302062 
16:15 | 512.86 | 513.17 | 512.33 | 513.05 | 193260 
16:30 | 513.05 | 514.53 | 512.91 | 514.38 | 203326 
16:45 | 514.37 | 516.84 | 514.37 | 516.71 | 506457 
17:00 | 516.66 | 517.63 | 515.87 | 515.89 | 370788 
17:15 | 515.88 | 516.24 | 514.65 | 514.65 | 335934 
17:30 | 514.66 | 515.69 | 514.61 | 515.10 | 281814 
17:45 | 515.10 | 515.96 | 514.53 | 515.94 | 168118 
18:00 | 515.90 | 516.18 | 515.13 | 515.31 | 109246 
18:15 | 515.33 | 516.80 | 515.23 | 515.87 | 143385 
18:30 | 515.95 | 516.01 | 515.40 | 515.74 | 114216 
18:45 | 515.76 | 515.89 | 515.08 | 515.48 | 119729 
19:00 | 515.48 | 515.48 | 514.57 | 515.16 | 152386 
19:15 | 515.16 | 515.73 | 514.70 | 514.96 | 177351 
19:30 | 514.94 | 515.25 | 514.69 | 514.97 | 134995 
19:45 | 515.03 | 515.59 | 514.97 | 515.13 | 120527 
20:00 | 515.11 | 515.91 | 514.19 | 515.87 | 121019 [ENTRADA]
20:15 | 515.90 | 516.98 | 515.71 | 516.95 | 318892 
20:30 | 516.95 | 517.04 | 516.25 | 516.94 | 163634 
20:45 | 516.90 | 517.92 | 516.89 | 517.75 | 267285 
21:00 | 517.75 | 518.03 | 516.37 | 516.56 | 242399 
21:15 | 516.53 | 517.02 | 516.36 | 517.02 | 172380 
21:30 | 517.01 | 517.70 | 516.42 | 516.48 | 275784 
21:45 | 516.49 | 518.16 | 516.42 | 517.94 | 1003248 
15:30 | 514.80 | 517.25 | 512.30 | 513.49 | 1099053 
15:45 | 513.51 | 514.20 | 512.10 | 512.63 | 630088 
16:00 | 512.67 | 513.15 | 511.69 | 512.83 | 349940 
16:15 | 512.87 | 514.17 | 512.59 | 512.59 | 378443 
16:30 | 512.66 | 513.06 | 512.29 | 512.72 | 296730 
16:45 | 512.82 | 514.25 | 512.72 | 514.22 | 231460 
17:00 | 514.25 | 515.40 | 513.36 | 514.18 | 357835 
17:15 | 514.17 | 514.67 | 513.37 | 514.55 | 208896 
17:30 | 514.58 | 515.21 | 514.32 | 514.42 | 155100 
17:45 | 514.39 | 514.48 | 513.65 | 513.90 | 157891 
18:00 | 513.91 | 515.47 | 513.81 | 514.92 | 252216 
18:15 | 514.97 | 516.12 | 514.87 | 516.11 | 269423 
18:30 | 516.11 | 516.20 | 515.63 | 515.88 | 167221 
18:45 | 515.90 | 517.06 | 515.78 | 517.00 | 232779 
19:00 | 517.00 | 517.36 | 516.63 | 516.73 | 164669 
19:15 | 516.70 | 518.90 | 516.70 | 518.73 | 252323 
19:30 | 518.73 | 519.51 | 518.41 | 518.99 | 276817 
19:45 | 518.96 | 518.98 | 517.21 | 517.66 | 204402 
20:00 | 517.61 | 518.37 | 517.46 | 518.18 | 192180 
RESULTADO: FALLO
============================================================


============================================================
